id,name,icon_url,ordem,created_at
ee34d371-64ef-4d6a-a650-d78169be49e3,GPT's,https://edmnrnimbvofbjagvqln.supabase.co/storage/v1/object/public/category-icons/ee34d371-64ef-4d6a-a650-d78169be49e3/1774470363792_ChatGPT.png,1,2026-03-25 20:06:35.231047+00
0b006440-dc76-4546-8da6-cda25fe8863e,Automações,https://edmnrnimbvofbjagvqln.supabase.co/storage/v1/object/public/category-icons/0b006440-dc76-4546-8da6-cda25fe8863e/1774470376278_Design-sans-titre-10-1.png,2,2026-03-25 20:06:35.231047+00
c9ae6473-96a1-477f-996c-4f0632e642ea,Documentos,https://edmnrnimbvofbjagvqln.supabase.co/storage/v1/object/public/category-icons/c9ae6473-96a1-477f-996c-4f0632e642ea/1774470587192_excel-logo-8033473_1280.png,4,2026-03-25 20:06:35.231047+00
2f2ccf54-f658-441a-b18f-19d36ae72389,Designs,https://edmnrnimbvofbjagvqln.supabase.co/storage/v1/object/public/category-icons/2f2ccf54-f658-441a-b18f-19d36ae72389/1774470616038_icone-do-logotipo-do-google-drive_1273375-832.avif,5,2026-03-25 20:06:35.231047+00
519f8609-55b2-45b4-a0d5-a236334f9ee9,DataBase's,https://edmnrnimbvofbjagvqln.supabase.co/storage/v1/object/public/category-icons/519f8609-55b2-45b4-a0d5-a236334f9ee9/1775232221080_download.png,7,2026-04-02 05:29:17.308901+00
8cfaa349-6b30-44e7-a075-687c5c76de97,iOS,https://edmnrnimbvofbjagvqln.supabase.co/storage/v1/object/public/category-icons/8cfaa349-6b30-44e7-a075-687c5c76de97/1775817207794_download.png,8,2026-04-10 04:10:26.23685+00
6ecc09bf-2d96-4f43-b0d9-c73c4c661b71,Sistemas,https://edmnrnimbvofbjagvqln.supabase.co/storage/v1/object/public/category-icons/6ecc09bf-2d96-4f43-b0d9-c73c4c661b71/1774470389506_lovable-logo-icon.png,3,2026-03-25 20:06:35.231047+00
221e98a7-b485-41b7-8b9d-aa9abf147a4a,Android,https://edmnrnimbvofbjagvqln.supabase.co/storage/v1/object/public/category-icons/221e98a7-b485-41b7-8b9d-aa9abf147a4a/1775817386356_pngtree-android-icon-is-shown-in-a-square-shaped-black-button-vector-png-image_7266858.png,7,2026-04-10 04:10:26.23685+00
978a5d33-b53a-4b52-ab19-f0456ac4d9c7,Assistentes,https://edmnrnimbvofbjagvqln.supabase.co/storage/v1/object/public/category-icons/978a5d33-b53a-4b52-ab19-f0456ac4d9c7/1774535134703_bvfr.png,6,2026-03-25 20:06:35.231047+00
